DateAndTime,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
30.09.2017 15:00,12.6,715,767.1,-0.9,60,Wind blowing from the south-east,2,,,"90  or more, but not 100%", ,,,8.4,13,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",18,5,No precipitation,6,,,,
30.09.2017 12:00,11.8,715.9,768.3,0.5,61,Wind blowing from the south-east,1,,,70 – 80%., ,,,8.4,12,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",18,4.5,,,,,,
30.09.2017 09:00,8.8,715.4,768.3,0.1,77,Wind blowing from the south-west,1,,,70 – 80%., ,,,7.5,11.2,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",18,4.9,0.1,12,,,,
30.09.2017 06:00,8,715.3,768.4,-0.6,81,Wind blowing from the west-northwest,1,,,60%., ,,,7.5,11.2,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,1000-1500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",18,4.9,,,,,,
30.09.2017 03:00,9.2,715.9,768.7,-0.8,81,Wind blowing from the south-east,1,,,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,8.7,11.2,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",12,6,0.1,6,,,,
30.09.2017 00:00,9.4,716.7,769.5,0.2,89,Wind blowing from the south-southeast,1,,,100%.,"Rain, not freezing, intermittent, slight at time of observation. ",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,9.2,11.2,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,Altostratus opacus or Nimbostratus.,,10,7.6,,,,,,
29.09.2017 21:00,11,716.5,769,0.6,68,Wind blowing from the east-southeast,1,,,100%., ,,,8,14.5,Stratocumulus other than Stratocumulus cumulogenitus.,100%.,1000-1500,,,12,5.3,No precipitation,12,,,,
29.09.2017 18:00,12.2,715.9,768.2,-0.6,58,Wind blowing from the north-northeast,2,,,"90  or more, but not 100%", ,,,8,14.5,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,4.2,,,,,,
29.09.2017 15:00,13.6,716.5,768.5,-0.6,51,Wind blowing from the east-southeast,3,,,70 – 80%., ,,,8,14.5,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",12,3.7,No precipitation,6,,,,
29.09.2017 12:00,13,717.1,769.3,-0.1,57,Wind blowing from the east-southeast,2,,,70 – 80%., ,,,8,13.1,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,1000-1500,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",12,4.5,,,,,,
29.09.2017 09:00,8.2,717.2,770.3,-0.3,81,Wind blowing from the south-southeast,1,,,70 – 80%., ,,,7.2,11.4,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",12,5.1,0.2,12,,,,
29.09.2017 06:00,9.7,717.5,770.4,-0.7,83,Wind blowing from the south-east,1,,,100%., ,,,9.2,11.4,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,Altostratus opacus or Nimbostratus.,,8,7,,,,,,
29.09.2017 03:00,9.8,718.2,771.1,-0.4,83,Wind blowing from the south,2,,,100%.,State of sky on the whole unchanged. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,9.2,11.4,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,Altostratus opacus or Nimbostratus.,,8,7.1,0.2,6,,,,
29.09.2017 00:00,10.5,718.6,771.3,0.1,88,Wind blowing from the south-east,1,,,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,10,11.4,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,Altostratus opacus or Nimbostratus.,,8,8.5,,,,,,
28.09.2017 21:00,11.3,718.5,771.1,-0.5,87,Wind blowing from the south-east,1,,,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,9.6,12.4,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,9.2,Trace of precipitation,12,,,,
28.09.2017 18:00,11.4,719,771.6,0.3,79,Wind blowing from the south-east,2,,,100%.,State of sky on the whole unchanged. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,9.6,12.4,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,1000-1500,,,10,7.8,,,,,,
28.09.2017 15:00,12,718.7,771.1,-0.3,80,Wind blowing from the south-east,3,,,100%.,"Rain, not freezing, intermittent, slight at time of observation. ",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,9.6,12.4,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,Altostratus opacus or Nimbostratus.,,6,8.7,Trace of precipitation,6,,,,
28.09.2017 12:00,11.4,719,771.6,0.7,83,"Calm, no wind",0,,,"90  or more, but not 100%", ,,,9.6,11.6,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,8.6,,,,,,
28.09.2017 09:00,10,718.3,771.1,0.8,90,"Calm, no wind",0,,,"90  or more, but not 100%", ,,,9.6,10.6,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,8.4,0.4,12,,,,
28.09.2017 06:00,10.4,717.5,770.2,0,88,Wind blowing from the south-east,1,,,"90  or more, but not 100%", ,,,9.6,10.6,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,8.4,,,,,,
28.09.2017 03:00,10.2,717.5,770.2,-0.2,92,"Calm, no wind",0,,,"90  or more, but not 100%",Clouds generally dissolving or becoming less developed. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,9.6,10.6,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","90  or more, but not 100%",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10,9,0.4,6,,,,
28.09.2017 00:00,10.2,717.7,770.4,0.4,92,Wind blowing from the south-southeast,2,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Rain.,Rain.,9.6,10.4,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,Altostratus opacus or Nimbostratus.,,6,9,,,,,,
27.09.2017 21:00,10,717.3,770,0.7,92,Wind blowing from the south-east,2,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Rain.,Rain.,9.5,12,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,Altostratus opacus or Nimbostratus.,,8,8.8,7,12,,,,
27.09.2017 18:00,11.8,716.6,769,0.1,88,Wind blowing from the east-southeast,1,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Rain.,Rain.,9.5,12,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,Altostratus opacus or Nimbostratus.,,8,9.9,,,,,,
27.09.2017 15:00,11.4,716.5,768.9,0.2,86,Wind blowing from the north,1,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,9.5,11.8,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,Altostratus opacus or Nimbostratus.,,8,9.1,5,6,,,,
27.09.2017 12:00,10.1,716.3,769,1.2,92,Wind blowing from the west,1,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Rain.,Rain.,9.5,10.6,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,Altostratus opacus or Nimbostratus.,,8,8.9,,,,,,
27.09.2017 09:00,10.5,715.1,767.6,1.3,90,Wind blowing from the north-west,1,,,100%.,"Rain, not freezing, continuous, moderate at time of observation. ",Rain.,Rain.,10,13.6,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",1000-1500,Altostratus opacus or Nimbostratus.,,6,8.9,17,12,,,,
27.09.2017 06:00,12.8,713.8,765.7,0.2,91,"Calm, no wind",0,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Rain.,Rain.,12.5,13.6,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,Altostratus opacus or Nimbostratus.,,8,11.3,,,,,,
27.09.2017 03:00,13,713.6,765.4,0.2,96,"Calm, no wind",0,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Rain.,Rain.,12.8,13.6,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,Altostratus opacus or Nimbostratus.,,8,12.3,7,6,,,,
27.09.2017 00:00,13,713.4,765.2,0.6,96,"Calm, no wind",0,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Rain.,Rain.,12.8,13.6,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,Altostratus opacus or Nimbostratus.,,7,12.3,,,,,,
26.09.2017 21:00,13.4,712.8,764.5,0.1,96,"Calm, no wind",0,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Rain.,Rain.,13.2,15.2,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,Altostratus opacus or Nimbostratus.,,7,12.7,12,12,,,,
26.09.2017 18:00,14,712.7,764.3,0.2,91,"Calm, no wind",0,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Rain.,Rain.,13.2,15.2,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,Altostratus opacus or Nimbostratus.,,2,12.6,,,,,,
26.09.2017 15:00,14.4,712.5,764,0,87,"Calm, no wind",0,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Rain.,Rain.,13.2,15.2,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,Altostratus opacus or Nimbostratus.,,6,12.3,0.9,6,,,,
26.09.2017 12:00,14.6,712.5,763.9,0,83,Wind blowing from the west-southwest,1,,,100%.,"Rain, not freezing, intermittent, slight at time of observation. ",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,13.2,15,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,Altostratus opacus or Nimbostratus.,,6,11.7,,,,,,
26.09.2017 09:00,13.6,712.5,764.2,-0.3,91,"Calm, no wind",0,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Rain.,Rain.,12,16.2,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,Altostratus opacus or Nimbostratus.,,8,12.2,1,12,,,,
26.09.2017 06:00,12.4,712.8,764.7,-0.4,89,Wind blowing from the south-east,2,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Rain.,Rain.,12,16.2,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,Altostratus opacus or Nimbostratus.,,8,10.7,,,,,,
26.09.2017 03:00,13.8,713.2,764.8,0,82,Wind blowing from the south,3,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,13.4,16.2,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,Altostratus opacus or Nimbostratus.,,8,10.8,0.3,6,,,,
26.09.2017 00:00,15.6,713.2,764.6,0,66,"Calm, no wind",0,,,70 – 80%., ,,,15.4,16.2,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",60%.,1000-1500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",15,9.2,,,,,,
25.09.2017 21:00,16,713.2,764.6,0.5,53,Wind blowing from the south-east,2,,,100%., ,,,15.2,20.6,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",70 – 80%.,1000-1500,"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.",,15,6.4,No precipitation,12,,,,
25.09.2017 18:00,18.2,712.7,763.6,-0.2,53,Wind blowing from the east-northeast,4,,,100%., ,,,15.2,20.6,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,1000-1500,,,12,8.4,,,,,,
25.09.2017 15:00,20,712.9,763.5,-0.2,41,Wind blowing from the south-east,2,,,100%., ,,,15.2,20.4,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,1000-1500,,,16,6.4,No precipitation,6,,,,
25.09.2017 12:00,16.8,713.1,764.2,0.2,56,Wind blowing from the east-northeast,2,,,100%., ,,,15.2,17,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,1000-1500,,,16,8,,,,,,
25.09.2017 09:00,15.2,712.9,764.3,-0.9,58,Wind blowing from the north-east,1,,,100%., ,,,13.5,18,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.",100%.,1000-1500,,,18,6.9,No precipitation,12,,,,
25.09.2017 06:00,14.8,713.8,765.4,0,57,"Calm, no wind",0,,,70 – 80%., ,,,13.5,18,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20,6.3,,,,,,
25.09.2017 03:00,15.8,713.8,765.3,0.6,53,"Calm, no wind",0,,,70 – 80%., ,,,13.5,18,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20,6.2,No precipitation,6,,,,
25.09.2017 00:00,15,713.2,764.8,0.8,62,"Calm, no wind",0,,,70 – 80%., ,,,14.7,18,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20,7.8,,,,,,
24.09.2017 21:00,17.8,712.4,763.3,0.3,53,Wind blowing from the south,2,,,60%., ,,,8.4,23.2,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",25,7.9,No precipitation,12,,,,
24.09.2017 18:00,22.2,712.1,762.3,-0.4,35,Wind blowing from the east-northeast,1,,,70 – 80%., ,,,8.4,23.2,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,1000-1500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.",25,5.8,,,,,,
24.09.2017 15:00,21.8,712.5,762.7,-1.1,39,"Calm, no wind",0,,,50%., ,,,8.4,22,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,1000-1500,"Patches (often lenticular) of Altocumulus translucidus, continually changing and occurring at one or more levels.","Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.",25,7,No precipitation,6,,,,
24.09.2017 12:00,16.3,713.6,764.9,-0.3,51,Wind blowing from the north-east,1,,,60%., ,,,8.4,16.6,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.",25,6.1,,,,,,
24.09.2017 09:00,9.3,713.9,766.6,0.3,76,Wind blowing from the north-northeast,1,,,20–30%., ,,,5,13.5,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",1000-1500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",18,5.2,No precipitation,12,,,,
24.09.2017 06:00,6.8,713.6,766.8,-0.2,83,"Calm, no wind",0,,,no clouds, ,,,6.2,13.5,,,,,,18,4.1,,,,,,
24.09.2017 03:00,7.2,713.8,766.9,0.1,83,Wind blowing from the south-west,2,,,no clouds, ,,,6.8,13.5,,,,,,18,4.5,No precipitation,6,,,,
24.09.2017 00:00,9.6,713.7,766.3,0.4,75,"Calm, no wind",0,,,"10%  or less, but not 0", ,,,9.2,13.5,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",18,5.3,,,,,,
23.09.2017 21:00,13.5,713.3,765.1,-0.6,60,"Calm, no wind",0,,,no clouds, ,,,12.3,19.4,,,,,,20,5.7,No precipitation,12,,,,
23.09.2017 18:00,17.6,713.9,765.1,-0.2,40,Wind blowing from the west,2,,,40%., ,,,12.3,19.4,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",25,3.9,,,,,,
